userName,rating,title,timestamp
Thomas Arnold,4.0,Three Colors: Red,2011-02-28 19:40:49
Thomas Arnold,3.5,The Killing,2011-02-28 02:53:57
Thomas Arnold,3.0,Live Flesh,2011-02-28 02:56:01
Thomas Arnold,4.5,Terminator 3: Rise of the Machines,2011-02-28 03:06:58
Thomas Arnold,5.0,The Million Dollar Hotel,2011-02-28 03:02:01
Thomas Arnold,2.5,A Nightmare on Elm Street,2011-02-28 20:00:42
Thomas Arnold,3.0,Once Were Warriors,2011-02-28 03:08:48
Thomas Arnold,3.0,Silent Hill,2011-02-28 19:41:40
Thomas Arnold,3.0,The Conversation,2011-02-28 20:00:47
Thomas Arnold,3.0,Solaris,2011-02-28 19:37:20
Thomas Arnold,2.0,To Kill a Mockingbird,2011-02-28 20:01:00
Thomas Arnold,4.0,Monsieur  Hulot's Holiday,2011-02-28 03:19:17
Thomas Arnold,3.0,Finding Neverland,2011-02-28 02:54:47
Thomas Arnold,3.0,300,2011-02-28 02:53:25
Thomas Arnold,4.0,Shortbus,2011-02-28 02:54:18
Thomas Arnold,3.5,Rope,2011-02-28 19:41:29
Thomas Arnold,4.5,All the Way Boys,2011-02-28 20:00:36
Thomas Arnold,4.0,The Ewok Adventure,2011-02-28 03:19:03
Thomas Arnold,4.0,Say Anything...,2011-02-28 19:37:42
Thomas Arnold,3.0,Tuya's Marriage,2011-02-28 03:11:50
Thomas Arnold,3.5,Young and Innocent,2011-02-28 19:40:57
Thomas Arnold,4.0,A Very Long Engagement,2011-02-28 02:55:33
Thomas Arnold,5.0,License to Wed,2011-02-28 03:14:34
Thomas Arnold,3.5,Loose Screws,2011-02-28 22:39:00
Thomas Arnold,3.0,Confession of a Child of the Century,2011-02-28 19:41:11
Karina Davis,5.0,Italian for Beginners,2000-02-06 04:16:22
Karina Davis,5.0,Donnie Darko,2000-02-07 10:34:41
Karina Davis,4.0,Lost in Translation,2000-02-06 04:29:06
Karina Davis,3.0,"20,000 Leagues Under the Sea",2000-02-06 04:29:06
Karina Davis,3.0,A Clockwork Orange,2000-02-07 10:40:47
Karina Davis,5.0,The 39 Steps,2000-02-05 19:30:42
Karina Davis,4.0,Casablanca,2000-02-05 19:26:42
Karina Davis,5.0,Terminator 3: Rise of the Machines,2000-02-07 03:55:08
Karina Davis,3.0,Jurassic Park,2000-02-06 04:16:58
Karina Davis,5.0,Cockles and Muscles,2000-02-06 04:16:22
Karina Davis,5.0,Batman Returns,2000-02-07 18:52:18
Karina Davis,3.0,Rain Man,2000-02-06 04:15:34
Karina Davis,3.0,Summer in Berlin,2000-02-07 10:38:03
Karina Davis,3.0,Cube,2000-02-07 03:56:12
Karina Davis,4.0,Tough Enough,2000-02-06 04:18:08
Karina Davis,1.0,The Day After Tomorrow,2000-02-07 10:42:15
Karina Davis,4.0,Aliens vs Predator: Requiem,2000-02-07 10:36:42
Karina Davis,4.0,Popular Music,2000-02-07 10:40:28
Karina Davis,4.0,As It Is in Heaven,2000-02-06 04:28:35
Karina Davis,5.0,Monsoon Wedding,2000-02-06 04:16:22
Karina Davis,5.0,The Man with the Golden Arm,2000-02-05 19:31:31
Karina Davis,5.0,Silent Hill,2000-02-07 18:51:26
Karina Davis,3.0,The Hours,2000-02-06 04:15:34
Karina Davis,5.0,The Terminal,2000-02-07 18:52:18
Karina Davis,5.0,The Grapes of Wrath,2000-02-07 18:53:58
Karina Davis,5.0,The Last Samurai,2000-02-07 18:50:44
Karina Davis,5.0,Sleepless in Seattle,2000-02-05 19:30:22
Karina Davis,5.0,Cool Hand Luke,2000-02-07 10:26:29
Karina Davis,4.0,The Big Sleep,2000-02-07 10:28:26
Karina Davis,5.0,The Thomas Crown Affair,2000-02-07 10:27:27
Karina Davis,5.0,Blood: The Last Vampire,2000-02-07 18:49:56
Karina Davis,5.0,Arlington Road,2000-02-07 10:29:32
Karina Davis,5.0,Point Break,2000-02-07 03:55:32
Karina Davis,5.0,Dreamgirls,2000-02-07 10:29:59
Karina Davis,5.0,Princesses,2000-02-07 04:04:35
Karina Davis,5.0,The Talented Mr. Ripley,2000-02-07 03:55:08
Karina Davis,5.0,Because I Said So,2000-02-06 04:33:22
Karina Davis,4.0,Notes on a Scandal,2000-02-06 04:32:39
Karina Davis,5.0,Bridge to Terabithia,2000-02-07 10:33:11
Karina Davis,5.0,The Dreamers,2000-02-07 10:29:32
Karina Davis,5.0,Dogtown and Z-Boys,2000-02-07 18:49:56
Karina Davis,4.0,Torrente 3 The Protector,2000-02-06 04:32:39
Karina Davis,4.0,Rocky III,2000-02-06 04:11:42
Karina Davis,3.0,Blood Diamond,2000-02-07 10:40:04
Karina Davis,4.0,Rocky IV,2000-02-07 10:19:47
Karina Davis,3.0,Sweet Sixteen,2000-02-07 10:21:44
Karina Davis,3.0,Houseboat,2000-02-06 04:18:08
Karina Davis,5.0,Gleaming the Cube,2000-02-07 04:06:17
Karina Davis,5.0,Superstar: The Karen Carpenter Story,2000-02-06 04:11:01
Karina Davis,5.0,Mirror,2000-02-07 03:56:12
Karina Davis,3.0,Imagine Me & You,2000-02-06 04:27:10
Karina Davis,5.0,Rope,2000-02-07 10:39:38
Karina Davis,5.0,Transformers,2000-02-07 10:35:38
Karina Davis,4.0,Who Killed Bambi?,2000-02-06 04:18:08
Karina Davis,2.0,Or (My Treasure),2000-02-07 03:59:16
Karina Davis,5.0,The Butterfly Effect,2000-02-06 04:11:01
Karina Davis,5.0,My Name Is Bruce,2000-02-07 10:19:03
Karina Davis,3.0,Ask the Dust,2000-02-07 18:52:18
Karina Davis,5.0,Fools Rush In,2000-02-06 04:32:39
Karina Davis,5.0,The Most Dangerous Game,2000-02-07 04:05:09
Karina Davis,5.0,Aguirre: The Wrath of God,2000-02-06 04:33:22
Karina Davis,3.0,The Last Mistress,2000-02-07 03:58:27
Karina Davis,2.0,Anatomy of Hell,2000-02-07 10:22:50
Karina Davis,5.0,Sister Act,2000-02-07 04:01:10
Karina Davis,4.0,The Edge of Heaven,2000-02-07 10:30:54
Karina Davis,5.0,The Wedding Planner,2000-02-05 19:26:11
Karina Davis,4.0,The Bachelor,2000-02-06 04:35:38
Karina Davis,4.0,Jack & Sarah,2000-02-07 04:01:54
Karina Davis,4.0,Infinity,2000-02-08 03:57:19
Karina Davis,4.0,Training Day,2000-02-07 04:03:03
Karina Davis,5.0,The Gift,2000-02-06 04:16:58
Karina Davis,3.0,Mr. Holland's Opus,2000-02-07 04:01:54
Karina Davis,5.0,While You Were Sleeping,2000-02-07 10:17:28
Karina Davis,5.0,The Pawnshop,2000-02-07 18:50:44
Karina Davis,5.0,X-Men Origins: Wolverine,2000-02-07 10:28:26
Karina Davis,5.0,Romeo Must Die,2000-02-07 18:50:44
Karina Davis,5.0,Nick of Time,2000-02-07 04:01:54
Karina Davis,5.0,The Getaway,2000-02-07 18:53:58
Karina Davis,5.0,The Badge,2000-02-07 04:03:03
Karina Davis,4.0,Roustabout,2000-02-07 10:40:28
Karina Davis,5.0,The Last Castle,2000-02-07 04:01:54
Karina Davis,5.0,Solar Crisis,2000-02-07 18:49:56
Karina Davis,4.0,American Pie,2000-02-07 04:01:54
Karina Davis,5.0,Rush Hour,2000-02-07 10:29:59
Karina Davis,3.0,Wasabi,2000-02-07 04:05:09
Karina Davis,5.0,Final Fantasy: The Spirits Within,2000-02-07 10:22:07
Karina Davis,5.0,Light of Day,2000-02-07 10:23:14
Karina Davis,4.0,Color of Night,2000-02-07 10:36:03
Karina Davis,5.0,Kiss of the Dragon,2000-02-07 04:01:10
Karina Davis,4.0,James Dean,2000-02-08 03:57:19
Karina Davis,4.0,Carla's Song,2000-02-07 04:01:54
Karina Davis,5.0,One Night at McCool's,2000-02-06 04:33:23
Karina Davis,5.0,Fantastic Voyage,2000-02-07 04:01:10
Karina Davis,3.0,My Tutor,2000-02-07 04:01:10
Karina Davis,3.0,Music Box,2000-02-07 04:05:09
Karina Davis,5.0,The Golden Compass,2000-02-07 03:56:12
Karina Davis,5.0,Cold Mountain,2000-02-07 10:32:36
Karina Davis,4.0,Holy Matrimony,2000-02-07 10:22:07
Karina Davis,4.0,Teheran '43,2000-02-06 04:33:23
Karina Davis,5.0,The Chronicles of Narnia: Prince Caspian,2000-02-08 03:57:54
Karina Davis,1.0,Uncle Buck,2000-02-07 03:59:53
Karina Davis,5.0,Heathers,2000-02-06 04:11:01
Karina Davis,4.0,Titanic,2000-02-07 04:08:17
Karina Davis,4.0,David,2000-02-05 19:25:14
Karina Davis,1.0,American Pie 2,2000-02-07 04:08:41
Karina Davis,5.0,Reality Bites,2000-02-07 10:29:59
Karina Davis,5.0,The Chronicles of Riddick: Dark Fury,2000-02-06 04:31:30
Karina Davis,3.0,Dr. Jekyll and Mr. Hyde,2000-02-07 04:09:03
Karina Davis,5.0,Young Frankenstein,2000-02-07 18:50:44
Karina Davis,5.0,Night Watch,2000-02-07 10:30:19
Karina Davis,5.0,The Big Parade,2000-02-07 10:34:16
Karina Davis,4.0,I Love You to Death,2000-02-07 04:04:35
Karina Davis,4.0,Frankenstein Created Woman,2000-02-06 04:33:23
Karina Davis,4.0,The Projected Man,2000-02-06 04:32:03
Michelle Roberson,4.0,Shadows in Paradise,2006-11-12 23:42:37
Michelle Roberson,4.0,Run Lola Run,2006-11-12 23:37:19
Michelle Roberson,4.0,Donnie Darko,2006-11-12 23:30:42
Michelle Roberson,4.0,48 Hrs.,2006-11-12 23:33:24
Michelle Roberson,3.5,Syriana,2006-11-12 23:22:42
Michelle Roberson,4.5,Underworld,2006-11-12 23:13:28
Michelle Roberson,3.5,"Bang, Boom, Bang",2006-11-12 23:20:36
Michelle Roberson,4.0,Batman Returns,2006-11-12 23:22:32
Michelle Roberson,4.0,A Nightmare on Elm Street,2006-11-12 23:20:10
Michelle Roberson,4.0,Aliens vs Predator: Requiem,2006-11-12 23:34:37
Michelle Roberson,4.5,Reservoir Dogs,2006-11-12 23:21:58
Michelle Roberson,4.0,Wag the Dog,2006-11-12 23:33:12
Michelle Roberson,3.5,Silent Hill,2006-11-12 23:19:11
Michelle Roberson,4.0,To Kill a Mockingbird,2006-11-12 23:29:50
Michelle Roberson,5.0,Titanic,2006-11-12 23:21:51
Michelle Roberson,3.5,Mrs. Doubtfire,2006-11-12 23:43:13
Michelle Roberson,2.5,Sleepless in Seattle,2006-11-12 23:20:51
Michelle Roberson,3.5,Cool Hand Luke,2006-11-12 23:12:15
Michelle Roberson,4.0,Blood: The Last Vampire,2006-11-12 23:31:26
Michelle Roberson,4.0,The Good Shepherd,2006-11-12 23:36:22
Michelle Roberson,5.0,Gleaming the Cube,2006-11-12 23:10:44
Michelle Roberson,3.5,The Cave of the Yellow Dog,2006-11-12 23:29:25
Michelle Roberson,4.5,Get Carter,2006-11-12 23:36:48
Michelle Roberson,3.5,Imagine Me & You,2006-11-12 23:36:02
Michelle Roberson,4.0,Mothra vs. Godzilla,2006-11-12 23:30:14
Michelle Roberson,4.0,All the Way Boys,2006-11-12 23:22:24
Michelle Roberson,4.0,Fahrenheit 9/11,2006-11-12 23:36:41
Michelle Roberson,4.5,Twin Peaks: Fire Walk with Me,2006-11-12 23:22:06
Michelle Roberson,4.0,My Name Is Bruce,2006-11-12 23:21:15
Michelle Roberson,4.0,Fools Rush In,2006-11-12 23:32:04
Michelle Roberson,3.5,Two Brothers,2006-11-12 23:36:33
Michelle Roberson,1.5,Hidalgo,2006-11-12 23:13:08
Michelle Roberson,4.0,Jay and Silent Bob Strike Back,2006-11-12 23:14:11
Michelle Roberson,3.5,Reign Over Me,2006-11-12 23:29:44
Michelle Roberson,3.5,The Bourne Supremacy,2006-11-12 23:31:30
Michelle Roberson,4.5,Tuya's Marriage,2006-11-12 23:14:53
Michelle Roberson,3.5,Young and Innocent,2006-11-12 23:22:23
Michelle Roberson,3.5,American Pie 2,2006-11-12 23:42:27
Michelle Roberson,3.5,The Searchers,2006-11-12 23:31:03
Michelle Roberson,3.5,Battle Royale,2006-11-12 23:33:28
Michelle Roberson,4.5,The Prize,2006-11-12 23:45:45
Michelle Roberson,4.5,Boogie Nights,2006-11-12 23:20:16
Michelle Roberson,3.0,Waiter,2006-11-12 23:21:28
Michelle Roberson,4.0,Miffo,2006-11-12 23:35:33
Michelle Roberson,4.0,The Very Thought of You,2006-11-12 23:36:12
Michelle Roberson,4.0,Top of the Food Chain,2006-11-12 23:33:01
Michelle Roberson,4.5,Star 80,2006-11-12 23:32:20
Michelle Roberson,3.5,House of Dracula,2006-11-12 23:29:37
Michelle Roberson,5.0,Downhill Racer,2006-11-12 23:30:11
Michelle Roberson,4.5,Best Worst Movie,2006-11-12 23:31:23
Michelle Roberson,4.0,New York Doll,2006-11-12 23:29:04
Michelle Roberson,4.0,The Nomi Song,2006-11-12 23:29:27
Michelle Roberson,4.5,Indestructible Man,2006-11-12 23:32:37
Deanna Wise,4.0,Scarface,2005-02-24 15:16:52
Deanna Wise,2.0,Knockin' on Heaven's Door,2005-02-11 15:04:23
Deanna Wise,2.0,"20,000 Leagues Under the Sea",2005-02-24 15:17:08
Deanna Wise,5.0,A River Runs Through It,2005-02-11 15:08:59
Deanna Wise,4.0,The Grapes of Wrath,2005-02-11 15:04:29
Deanna Wise,4.0,Cool Hand Luke,2005-02-11 15:04:59
Deanna Wise,4.5,Ghost Rider,2005-02-11 15:04:44
Deanna Wise,4.5,Notes on a Scandal,2005-02-24 15:16:36
Deanna Wise,4.5,Torrente 3 The Protector,2005-02-11 15:05:39
Deanna Wise,2.0,A Brief History of Time,2005-02-24 15:16:21
Deanna Wise,2.0,Speed 2: Cruise Control,2005-02-24 15:16:19
Deanna Wise,2.0,Escape from the Planet of the Apes,2005-02-24 15:18:01
Deanna Wise,3.0,Don Juan DeMarco,2005-02-11 15:05:44
Deanna Wise,3.0,We Own the Night,2005-02-11 15:04:49
Deanna Wise,4.0,Hard Target,2005-02-24 15:17:50
Deanna Wise,4.0,Cyberjack,2005-02-24 15:18:05
Deanna Wise,3.5,The Bourne Supremacy,2005-02-11 15:04:51
Deanna Wise,3.0,Madame Bovary,2005-02-24 15:17:25
Deanna Wise,2.0,Pleasantville,2005-02-11 15:04:31
Deanna Wise,4.0,The Red Elvis,2005-02-11 15:04:34
Deanna Wise,4.5,Secret Agent,2005-02-11 15:09:05
Deanna Wise,3.0,"André Hazes, Zij Gelooft in Mij",2005-02-24 15:16:39
Deanna Wise,1.0,Don't Make Waves,2005-02-11 15:05:37
Deanna Wise,4.0,The Searchers,2005-02-24 15:16:23
Deanna Wise,1.5,Read It and Weep,2005-02-24 15:16:57
Deanna Wise,1.5,Love Is the Devil: Study for a Portrait of Francis Bacon,2005-02-24 15:17:06
Deanna Wise,3.0,Ken Park,2005-02-11 15:08:54
Deanna Wise,3.5,The Garden of Eden,2005-02-11 15:08:46
Deanna Wise,4.5,My Best Friend's Wedding,2005-02-11 15:08:41
Devin Davis,3.0,The Endless Summer,1996-12-29 13:48:09
Devin Davis,3.0,Run Lola Run,1996-12-29 13:39:04
Devin Davis,5.0,Three Colors: Red,1996-12-29 14:03:08
Devin Davis,4.0,Italian for Beginners,1996-12-29 13:38:40
Devin Davis,4.0,Donnie Darko,1996-12-29 13:38:24
Devin Davis,2.0,To Be or Not to Be,1996-12-29 14:11:44
Devin Davis,3.0,Dead Poets Society,1996-12-29 14:11:45
Devin Davis,5.0,The 39 Steps,1996-12-29 14:17:42
Devin Davis,3.0,Batman Begins,1996-12-29 14:03:08
Devin Davis,2.0,Grill Point,1996-12-29 14:19:21
Devin Davis,5.0,The Million Dollar Hotel,1996-12-29 14:03:07
Devin Davis,3.0,Jurassic Park,1996-12-29 14:08:44
Devin Davis,3.0,Bollywood/Hollywood,1996-12-29 13:49:05
Devin Davis,3.0,Eyes Wide Shut,1996-12-29 13:53:41
Devin Davis,3.0,Batman Returns,1996-12-29 14:00:20
Devin Davis,3.0,A Nightmare on Elm Street,1996-12-29 14:21:31
Devin Davis,4.0,Rain Man,1996-12-29 14:21:31
Devin Davis,4.0,Monsoon Wedding,1996-12-29 14:19:21
Devin Davis,3.0,Reservoir Dogs,1996-12-29 13:54:29
Devin Davis,4.0,Terminator Salvation,1996-12-29 14:04:06
Devin Davis,3.0,Psycho,1996-12-29 13:54:48
Devin Davis,4.0,The Man with the Golden Arm,1996-12-29 14:17:15
Devin Davis,4.0,The Poseidon Adventure,1996-12-29 14:00:19
Devin Davis,4.0,Silent Hill,1996-12-29 14:00:44
Devin Davis,4.0,The Hours,1996-12-29 14:03:06
Devin Davis,3.0,The Conversation,1996-12-29 14:14:23
Devin Davis,4.0,The Terminal,1996-12-29 14:00:20
Devin Davis,3.0,To Kill a Mockingbird,1996-12-29 14:00:44
Devin Davis,4.0,Harry Potter and the Philosopher's Stone,1996-12-29 13:40:06
Devin Davis,3.0,The Living Daylights,1996-12-29 13:39:04
Devin Davis,5.0,The Sixth Sense,1996-12-29 14:00:20
Devin Davis,3.0,The Passion of Joan of Arc,1996-12-29 13:38:23
Devin Davis,2.0,Almost Famous,1996-12-29 13:39:04
Devin Davis,4.0,Dawn of the Dead,1996-12-29 14:04:49
Devin Davis,3.0,Arlington Road,1996-12-29 13:39:04
Devin Davis,3.0,Dreamgirls,1996-12-29 13:52:33
Devin Davis,3.0,The Dreamers,1996-12-29 13:50:36
Devin Davis,3.0,Rocky III,1996-12-29 14:19:20
Devin Davis,3.0,Blood Diamond,1996-12-29 14:18:22
Devin Davis,2.0,The Discovery of Heaven,1996-12-29 14:20:30
Devin Davis,4.0,Rocky IV,1996-12-29 14:17:15
Devin Davis,3.0,Rocky V,1996-12-29 14:19:00
Devin Davis,3.0,Sweet Sixteen,1996-12-29 14:17:42
Devin Davis,3.0,Nostalgia,1996-12-29 13:54:48
Devin Davis,5.0,Greed,1996-12-29 13:42:58
Devin Davis,1.0,Cutthroat Island,1996-12-29 14:19:00
Edwin Welch,4.0,Three Colors: Red,2006-08-01 23:01:08
Edwin Welch,3.5,The 39 Steps,2006-08-01 20:40:29
Edwin Welch,4.0,Terminator 3: Rise of the Machines,2006-08-01 20:49:40
Edwin Welch,5.0,The Million Dollar Hotel,2006-08-01 20:38:34
Edwin Welch,4.5,Sissi,2006-08-01 02:47:55
Edwin Welch,2.0,Casino,2006-08-01 02:45:57
Edwin Welch,5.0,Once Were Warriors,2006-08-01 02:42:50
Edwin Welch,5.0,Blackmail,2006-07-31 23:43:06
Edwin Welch,4.5,Solaris,2006-08-01 20:40:33
Edwin Welch,4.0,Interview with the Vampire,2006-08-01 02:44:44
Edwin Welch,3.5,Rosemary's Baby,2006-07-31 23:43:52
Edwin Welch,5.0,Sleepless in Seattle,2006-08-01 02:43:01
Edwin Welch,4.0,Notes on a Scandal,2006-08-01 20:40:11
Edwin Welch,3.0,Bridge to Terabithia,2006-08-01 20:47:10
Edwin Welch,0.5,A Brief History of Time,2006-08-01 23:22:07
Edwin Welch,4.0,Superstar: The Karen Carpenter Story,2006-08-01 20:48:05
Edwin Welch,3.0,The Cave of the Yellow Dog,2006-08-01 02:45:24
Edwin Welch,3.0,Parenthood,2006-07-31 23:43:28
Edwin Welch,5.0,Fahrenheit 9/11,2006-08-01 02:47:38
Edwin Welch,5.0,My Name Is Bruce,2006-08-01 23:02:02
Edwin Welch,4.0,Say Anything...,2006-08-01 23:00:59
Edwin Welch,3.0,The Last Castle,2006-07-31 23:44:20
Edwin Welch,3.0,Cleopatra Jones and the Casino of Gold,2006-08-01 20:47:02
Edwin Welch,4.5,Avalon,2006-08-01 02:46:54
Edwin Welch,4.0,Local Color,2006-08-01 20:40:50
Edwin Welch,5.0,The Bourne Supremacy,2006-08-01 20:41:29
Edwin Welch,4.5,Young and Innocent,2006-08-01 20:38:37
Edwin Welch,2.5,American Pie 2,2006-07-31 23:45:41
Edwin Welch,4.5,The Chronicles of Riddick: Dark Fury,2006-08-01 20:52:38
Edwin Welch,3.0,A Very Long Engagement,2006-08-01 02:46:00
Edwin Welch,4.0,License to Wed,2006-08-01 20:41:41
Edwin Welch,5.0,The Tunnel,2006-08-01 02:47:21
Edwin Welch,4.5,Beetlejuice,2006-08-01 20:41:13
Edwin Welch,4.5,That Man from Rio,2006-08-01 20:47:59
Edwin Welch,5.0,Shriek If You Know What I Did Last Friday the Thirteenth,2006-08-01 20:41:45
Edwin Welch,3.5,And Then There Were None,2006-08-01 20:40:08
Edwin Welch,3.5,Muxmäuschenstill,2006-08-01 02:46:38
Edwin Welch,4.0,Under the Sand,2006-08-01 20:49:33
Edwin Welch,3.5,5 Card Stud,2006-08-01 20:40:19
Edwin Welch,3.5,Boogie Nights,2006-07-31 23:44:09
Edwin Welch,5.0,Carry On Doctor,2006-08-01 02:43:56
Edwin Welch,4.0,Wayne's World 2,2006-08-01 20:51:39
Edwin Welch,3.0,My Best Friend's Wedding,2006-08-01 20:52:28
Edwin Welch,4.5,Downhill Racer,2006-08-01 23:01:50
Edwin Welch,3.5,Best Worst Movie,2006-08-01 23:01:04
Edwin Welch,3.0,Beloved Enemy,2006-08-01 22:56:54
Edwin Welch,3.0,Hero at Large,2006-08-01 22:56:57
Laurie Perez,4.0,The Dark,1999-09-29 18:05:37
Laurie Perez,3.0,Walk on Water,1999-09-29 18:10:55
Laurie Perez,4.0,The Million Dollar Hotel,1999-09-29 18:16:06
Laurie Perez,4.0,The Green Mile,1999-09-29 18:12:57
Laurie Perez,5.0,Once Were Warriors,1999-09-29 18:14:03
Laurie Perez,5.0,Terminator Salvation,1999-09-29 18:05:37
Laurie Perez,4.0,Solaris,1999-09-29 18:14:03
Laurie Perez,5.0,Men in Black II,1999-09-29 18:14:03
Laurie Perez,5.0,The Hidden Fortress,1999-09-29 18:20:50
Laurie Perez,4.0,A Brief History of Time,1999-09-29 18:07:30
Laurie Perez,3.0,The Rapture,1999-09-29 18:10:55
Laurie Perez,2.0,Thelma & Louise,1999-09-29 18:12:57
Laurie Perez,4.0,School of Rock,1999-09-29 18:22:21
Laurie Perez,4.0,King Kong vs. Godzilla,1999-09-29 18:17:34
Laurie Perez,5.0,Mothra vs. Godzilla,1999-09-29 18:11:30
Laurie Perez,3.0,All the Way Boys,1999-09-29 18:24:30
Laurie Perez,4.0,Say Anything...,1999-09-29 18:22:21
Laurie Perez,4.0,Wedlock,1999-09-29 18:25:22
Laurie Perez,4.0,Kiss of the Dragon,1999-09-29 18:29:07
Laurie Perez,3.0,The Golden Compass,1999-09-29 18:17:33
Laurie Perez,4.0,Jacob's Ladder,1999-09-29 18:22:21
Laurie Perez,2.0,Jay and Silent Bob Strike Back,1999-09-29 18:20:50
Laurie Perez,4.0,Avalon,1999-09-29 18:14:03
Laurie Perez,4.0,The Bourne Identity,1999-09-29 18:16:06
Laurie Perez,2.0,Spanglish,1999-09-29 18:22:21
Laurie Perez,4.0,Young and Innocent,1999-09-29 17:55:48
Daniel Hopkins,4.0,Star Trek: The Motion Picture,1999-11-16 15:39:53
Daniel Hopkins,4.0,The Million Dollar Hotel,1999-11-16 15:35:15
Daniel Hopkins,3.0,"Bang, Boom, Bang",1999-11-16 15:36:43
Daniel Hopkins,4.0,Eyes Wide Shut,1999-11-16 15:36:43
Daniel Hopkins,3.0,The Conversation,1999-11-16 15:48:48
Daniel Hopkins,3.0,Point Break,1999-11-16 15:33:40
Daniel Hopkins,4.0,Princesses,1999-11-16 15:48:48
Daniel Hopkins,5.0,A Brief History of Time,1999-11-16 15:33:40
